loan_id,customer_id,customer_name,product_code,product_name,province,branch_id,origination_date,maturity_date,original_amount,current_balance,interest_rate,risk_grade,credit_score,property_value,ltv_ratio,approval_officer
LN-0001010,CUST-000353,David Anderson,MTG-FIX,Fixed Rate Mortgage,ON,BR-009,2021-12-19,2046-08-10,514788.52,386596.67,5.952,BBB,695,788457.6,49.03,H. Singh
LN-0001011,CUST-000616,James Sharma,MTG-VAR,Variable Rate Mortgage,ON,BR-006,2020-02-21,2044-10-12,339015.75,272308.09,6.0684,BBB,680,389534.62,69.91,H. Singh
LN-0001012,CUST-004025,Yuki Davis,AUTO,Auto Loan,MB,BR-025,2021-01-17,2026-12-17,16651.97,3470.96,6.1768,B,617,0,0,F. Kim
LN-0001013,CUST-000188,Raj Santos,HELOC,Home Equity Line of Credit,QC,BR-023,2020-04-15,2030-02-22,258220.92,115669.41,6.443,B,606,317773.24,36.4,A. Sharma
LN-0001014,CUST-001201,James Lopez,AUTO,Auto Loan,AB,BR-025,2020-05-02,2026-04-01,39482.29,3673.95,7.9504,A,761,0,0,B. Chen
LN-0001015,CUST-003665,David Kim,MTG-FIX,Fixed Rate Mortgage,BC,BR-009,2021-01-09,2045-08-31,256735.75,205183.45,5.1986,AA,750,312311.48,65.7,D. Patel
LN-0001016,CUST-002200,Jessica Anderson,HELOC,Home Equity Line of Credit,ON,BR-020,2020-12-14,2030-10-23,45007.15,21494.27,7.4265,AA,787,61068.81,35.2,D. Patel
LN-0001017,CUST-003549,Sarah Moore,AUTO,Auto Loan,ON,BR-010,2020-10-10,2026-09-09,18246.82,3214.52,8.7151,BBB,684,0,0,C. Williams
LN-0001018,CUST-000294,Yuki Williams,AUTO,Auto Loan,ON,BR-012,2024-09-28,2030-08-28,45980.16,33619.05,5.7311,BBB,699,0,0,D. Patel
LN-0001019,CUST-000639,Michael Chen,LOC,Line of Credit,ON,BR-021,2024-05-10,2029-04-14,13819.49,9952.78,11.3455,BBB,694,0,0,D. Patel
LN-0001020,CUST-001607,Raj Chen,PL-SEC,Secured Personal Loan,BC,BR-002,2025-01-28,2030-01-02,11746.27,10678.49,10.1182,BBB,703,0,0,F. Kim
LN-0001021,CUST-002953,Priya Wilson,PL-UNSEC,Unsecured Personal Loan,BC,BR-024,2021-02-01,2025-01-11,24517.18,2264.74,13.6506,BBB,725,0,0,H. Singh
LN-0001022,CUST-003221,Carlos Martin,AUTO,Auto Loan,AB,BR-013,2020-05-26,2026-04-25,20914.78,2022.76,8.6492,BBB,681,0,0,D. Patel
LN-0001023,CUST-001594,David Hernandez,MTG-FIX,Fixed Rate Mortgage,ON,BR-013,2021-10-07,2046-05-29,543764.31,437778.31,4.7662,BB,675,866185.34,50.54,I. Lopez
LN-0001024,CUST-001816,Thomas Hernandez,MTG-FIX,Fixed Rate Mortgage,ON,BR-017,2024-12-23,2049-08-14,633048.75,637740.98,5.9448,BBB,706,1037529.68,61.47,E. Martin
LN-0001025,CUST-002658,Mary Lee,AUTO,Auto Loan,AB,BR-011,2024-08-28,2030-07-28,16903.69,12948.61,7.9872,AA,774,0,0,C. Williams
LN-0001026,CUST-000928,Amara Lee,PL-UNSEC,Unsecured Personal Loan,QC,BR-016,2019-02-01,2023-01-11,8407.26,734.79,12.5828,A,769,0,0,A. Sharma
LN-0001027,CUST-002677,Margaret Miller,MTG-FIX,Fixed Rate Mortgage,ON,BR-004,08/24/2021,2046-04-15,288393.65,245595.82,4.5754,BB,638,406883.46,60.36,G. Brown
LN-0001028,CUST-002178,Elizabeth Singh,MTG-FIX,Fixed Rate Mortgage,ON,BR-021,2023-09-15,2048-05-06,433098.94,380620.71,6.1918,BBB,690,765155.62,49.74,B. Chen
LN-0001029,CUST-000493,William Nguyen,PL-UNSEC,Unsecured Personal Loan,ON,BR-016,2022-12-20,2026-11-29,7851.72,2366.16,10.9891,BB,655,0,0,G. Brown
LN-0001030,CUST-003508,Fatima Johnson,MTG-FIX,Fixed Rate Mortgage,ON,BR-011,2025-04-03,2049-11-23,699517.38,607006.59,5.1966,A,768,839467.42,72.31,F. Kim
LN-0001031,CUST-002291,Sandra Chen,LOC,Line of Credit,AB,BR-019,2025-01-16,2029-12-21,24899.07,19212.26,8.9933,A,757,0,0,I. Lopez
LN-0001032,CUST-000052,Robert Johnson,HELOC,Home Equity Line of Credit,ON,BR-005,2022-03-25,2032-02-01,73888.16,50110.8,6.3222,B,591,132205.54,37.9,H. Singh
LN-0001033,CUST-000568,Susan Smith,PL-UNSEC,Unsecured Personal Loan,ON,BR-011,2021-08-08,2025-07-18,4400.69,430.62,10.0367,A,730,0,0,A. Sharma
LN-0001034,CUST-004020,Elizabeth Taylor,MTG-VAR,Variable Rate Mortgage,ON,BR-023,2025-03-25,2049-11-14,542893.07,483533.86,6.364,A,734,792499.54,61.01,C. Williams
LN-0001035,CUST-001374,Donna Martinez,STUDENT,Student Loan,ON,BR-007,2023-12-12,2033-10-20,44564.84,34301.57,5.0243,A,742,0,0,D. Patel
LN-0001036,CUST-000059,Lisa Lee,STUDENT,Student Loan,ON,BR-003,2025-02-03,2034-12-13,49425.1,40805.45,4.3705,A,719,0,0,J. Taylor
LN-0001037,CUST-004250,Jennifer Kim,MTG-FIX,Fixed Rate Mortgage,QC,BR-015,2023-08-29,2048-04-19,283673.26,258846.95,4.8203,B,619,396700.73,65.25,D. Patel
LN-0001038,CUST-002666,Elizabeth Lee,MTG-FIX,Fixed Rate Mortgage,ON,BR-003,2021-12-02,2046-07-24,622778.62,515134.69,5.2264,A,746,707905.53,72.77,H. Singh
LN-0001039,CUST-001439,Michael Thomas,AUTO,Auto Loan,QC,BR-022,2025-03-18,2031-02-15,25670.78,20384.67,5.8579,BBB,700,0,0,A. Sharma
LN-0001040,CUST-001754,Fatima Ali,MTG-FIX,Fixed Rate Mortgage,BC,BR-006,2025-05-01,2049-12-21,558777.26,573923.8,6.4332,BB,629,743226.02,77.22,I. Lopez
LN-0001041,CUST-002004,Susan Hernandez,STUDENT,Student Loan,QC,BR-018,11/05/2019,2029-09-13,40219.66,15800.45,4.827,BB,643,0,0,C. Williams
LN-0001042,CUST-002725,Sarah Ahmed,STUDENT,Student Loan,ON,BR-009,2024-03-11,2034-01-18,45541.32,34609.38,7.0888,AA,751,0,0,H. Singh
LN-0001043,CUST-001429,Yuki Williams,AUTO,Auto Loan,NS,BR-006,2020-04-22,2026-03-22,21729.93,2205.53,7.0639,BBB,706,0,0,E. Martin
LN-0001044,CUST-001991,William Jones,MTG-FIX,Fixed Rate Mortgage,ON,BR-001,2024-11-28,2049-07-20,737464.44,638177.82,5.9375,B,630,989341.63,64.51,A. Sharma
LN-0001045,CUST-004006,Carlos Moore,PL-UNSEC,Unsecured Personal Loan,QC,BR-017,2023-06-15,2027-05-25,26063.7,9831.83,13.2197,AA,798,0,0,B. Chen
LN-0001046,CUST-002279,Lisa Davis,AUTO,Auto Loan,BC,BR-013,2023-03-05,2029-02-01,53377.61,27697.09,6.7508,A,711,0,0,F. Kim
LN-0001047,CUST-001223,Richard Nguyen,AUTO,Auto Loan,QC,BR-024,2020-03-24,2026-02-21,39913.96,4088.65,6.7141,B,619,0,0,D. Patel
LN-0001048,CUST-003405,Amara Williams,STUDENT,Student Loan,QC,BR-007,2021-03-25,2031-02-01,31288.28,17148.0,6.2881,BBB,670,0,0,J. Taylor
LN-0001049,CUST-003772,Fatima Thomas,PL-SEC,Secured Personal Loan,BC,BR-025,2023-06-18,2028-05-22,7178.74,3489.97,7.7547,BBB,714,0,0,I. Lopez
LN-0001050,CUST-000262,Yuki Jones,PL-SEC,Secured Personal Loan,ON,BR-024,2020-01-01,2024-12-05,10217.03,889.8,8.9129,BBB,716,0,0,G. Brown
LN-0001051,CUST-000110,BARBARA THOMAS,MTG-VAR,Variable Rate Mortgage,QC,BR-021,2021-10-15,2046-06-06,218770.8,183577.48,6.2459,BBB,694,327471.97,56.06,F. Kim
LN-0001052,CUST-002762,James Martin,LOC,Line of Credit,QC,BR-022,2022-03-01,2027-02-03,12926.17,3191.05,7.9505,BB,628,0,0,I. Lopez
LN-0001053,CUST-000011,Susan Singh,MTG-VAR,Variable Rate Mortgage,ON,BR-022,2019-03-12,2043-11-01,603994.83,440881.35,6.1828,BBB,717,747894.02,58.95,C. Williams
LN-0001054,CUST-002676,Donna Wilson,AUTO,Auto Loan,ON,BR-010,2019-03-11,2025-02-07,60463.59,5688.09,6.301,BB,642,0,0,B. Chen
LN-0001055,CUST-001327,Amara Davis,PL-UNSEC,Unsecured Personal Loan,ON,BR-018,2019-11-03,2023-10-13,31307.38,2677.19,13.5604,BB,643,0,0,E. Martin
LN-0001056,CUST-000877,Sandra Hernandez,HELOC,Home Equity Line of Credit,ON,BR-009,2019-12-16,2029-10-24,143586.02,51598.31,8.1549,BBB,711,163017.11,31.65,H. Singh
LN-0001057,CUST-003323,Raj Martin,STUDENT,Student Loan,ON,BR-025,2019-02-01,2028-12-10,17201.03,5183.63,6.4862,B,593,0,0,I. Lopez
LN-0001058,CUST-002017,Sarah Taylor,AUTO,Auto Loan,ON,BR-004,2019-09-23,2025-08-22,34107.72,3430.13,7.5654,B,581,0,0,E. Martin
LN-0001059,CUST-003380,Thomas Brown,MTG-FIX,Fixed Rate Mortgage,QC,BR-015,2019-06-30,2044-02-19,488458.98,369532.92,6.0383,BBB,721,562084.29,65.74,D. Patel
LN-0001060,CUST-000887,Sandra Singh,MTG-VAR,Variable Rate Mortgage,QC,BR-002,2024-10-15,2049-06-06,125574.07,105290.59,5.0263,AA,759,165782.76,63.51,G. Brown
LN-0001061,CUST-001635,Wei Garcia,HELOC,Home Equity Line of Credit,ON,BR-004,2021-10-06,2031-08-15,39817.85,22036.02,7.7816,AAA,807,55133.22,39.97,G. Brown
LN-0001062,CUST-001676,Linda Jackson,PL-SEC,Secured Personal Loan,ON,BR-001,2024-12-17,2029-11-21,43673.2,35144.78,10.3818,BBB,671,0,0,F. Kim
LN-0001063,CUST-002894,Michael Moore,MTG-VAR,Variable Rate Mortgage,NB,BR-008,2023-07-07,2048-02-26,193950.68,183671.83,6.6197,BB,672,322113.14,57.02,A. Sharma
LN-0001064,CUST-000955,Patricia Thomas,PL-UNSEC,Unsecured Personal Loan,AB,BR-019,2021-12-25,2025-12-04,15298.48,1395.41,11.2662,BBB,674,0,0,C. Williams
LN-0001065,CUST-002209,James Hernandez,HELOC,Home Equity Line of Credit,BC,BR-008,2021-12-11,2031-10-20,186030.27,120184.93,7.3597,B,615,241323.18,49.8,J. Taylor
LN-0001066,CUST-003236,RAJ PATEL,PL-SEC,Secured Personal Loan,AB,BR-008,2021-11-12,2026-10-17,32475.13,7500.92,9.5092,A,768,0,0,B. Chen
LN-0001067,CUST-003973,Nancy Johnson,AUTO,Auto Loan,ON,BR-016,2023-08-26,2029-07-25,34844.38,20855.47,7.4479,BBB,683,0,0,E. Martin
LN-0001068,CUST-000934,yuki santos,HELOC,Home Equity Line of Credit,ON,BR-001,08/13/2022,2032-06-21,145145.77,98966.25,6.5273,A,747,193795.94,51.07,D. Patel
LN-0001069,CUST-001298,Mary Patel,MTG-FIX,Fixed Rate Mortgage,QC,BR-022,2020-07-25,2045-03-16,118414.87,89487.74,5.4345,A,715,170685.72,52.43,G. Brown
LN-0001070,CUST-003675,Elizabeth Ali,AUTO,Auto Loan,ON,BR-004,2019-12-09,2025-11-07,25288.7,0,7.8952,B,602,0,0,B. Chen
LN-0001071,CUST-002492,William Garcia,MTG-FIX,Fixed Rate Mortgage,BC,BR-025,2024-08-24,2049-04-15,538172.47,534212.83,6.4292,AAA,815,623637.46,85.66,E. Martin
LN-0001072,CUST-002126,Robert Anderson,MTG-FIX,Fixed Rate Mortgage,NS,BR-016,2021-08-12,2046-04-03,499761.34,397218.53,5.3807,B,573,599123.16,66.3,B. Chen
LN-0001073,CUST-004094,Karen Santos,MTG-VAR,Variable Rate Mortgage,AB,BR-006,2021-02-12,2045-10-04,328149.94,259293.89,5.1703,BB,679,542180.76,47.82,J. Taylor
LN-0001074,CUST-002906,Thomas Singh,AUTO,Auto Loan,BC,BR-004,2023-05-26,2029-04-24,47608.74,30394.06,8.9967,B,572,0,0,D. Patel
LN-0001075,CUST-001837,Sandra Chen,MTG-VAR,Variable Rate Mortgage,QC,BR-013,2022-12-23,2047-08-14,356289.79,304797.33,5.9887,BB,677,427735.28,71.26,D. Patel
LN-0001076,CUST-003144,Jessica Chen,MTG-VAR,Variable Rate Mortgage,QC,BR-009,2023-06-19,2048-02-08,209035.15,195468.39,6.28,BBB,723,273807.39,71.39,B. Chen
LN-0001077,CUST-001992,Fatima Rodriguez,STUDENT,Student Loan,BC,BR-018,2020-09-13,2030-07-23,8561.8,4086.9,4.0407,A,732,0,0,D. Patel
LN-0001078,CUST-003571,William Rodriguez,AUTO,Auto Loan,ON,BR-013,2021-06-28,2027-05-28,27284.68,0,6.9005,CCC,576,0,0,A. Sharma
LN-0001079,CUST-002034,Ashley Kim,HELOC,Home Equity Line of Credit,NB,BR-025,2025-06-16,2035-04-25,43741.21,43516.38,6.0551,BB,627,57914.34,75.14,B. Chen
LN-0001080,CUST-000359,Sarah Hernandez,STUDENT,Student Loan,AB,BR-018,2021-04-17,2031-02-24,44310.41,21996.71,4.3779,AA,765,0,0,C. Williams
LN-0001081,CUST-003514,Margaret Patel,AUTO,Auto Loan,BC,BR-002,2020-11-09,2026-10-09,33420.55,6236.0,8.8465,BB,626,0,0,D. Patel
LN-0001082,CUST-002120,Robert Jackson,LOC,Line of Credit,AB,BR-018,2023-09-02,2028-08-06,23092.91,13742.84,7.8159,A,754,0,0,B. Chen
LN-0001083,CUST-001514,Wei Patel,STUDENT,Student Loan,AB,BR-013,2025-03-07,2035-01-14,13000.31,11598.4,4.9502,B,590,0,0,B. Chen
LN-0001084,CUST-002559,Jennifer Hernandez,STUDENT,Student Loan,BC,BR-011,2021-10-16,2031-08-25,43438.44,26070.57,6.0362,BBB,706,0,0,E. Martin
LN-0001085,CUST-003126,Robert Lopez,AUTO,Auto Loan,NB,BR-004,2020-05-23,2026-04-22,49890.31,5305.83,8.0283,BB,635,0,0,F. Kim
LN-0001086,CUST-004217,Sarah Hernandez,MTG-FIX,Fixed Rate Mortgage,ON,BR-012,2025-01-11,2049-09-02,626894.43,567293.67,5.6105,BBB,711,1055347.51,53.75,A. Sharma
LN-0001087,CUST-003083,Priya Kim,AUTO,Auto Loan,ON,BR-009,2025-06-02,2031-05-02,29573.63,27083.28,5.9756,AAA,848,0,0,G. Brown
LN-0001088,CUST-002984,Raj Nguyen,PL-UNSEC,Unsecured Personal Loan,QC,BR-015,2024-07-30,2028-07-09,15545.19,10541.81,10.6247,BBB,725,0,0,F. Kim
LN-0001089,CUST-003028,Sarah Santos,MTG-VAR,Variable Rate Mortgage,MB,BR-013,2022-06-17,2047-02-06,560803.23,433366.64,6.9295,BBB,678,883320.48,49.06,D. Patel
LN-0001090,CUST-000440,James Singh,LOC,Line of Credit,QC,BR-022,2023-09-12,2028-08-16,20142.83,10534.86,8.946,B,584,0,0,F. Kim
LN-0001091,CUST-002589,Michael Wilson,HELOC,Home Equity Line of Credit,MB,BR-001,2021-01-11,2030-11-20,289901.72,143607.89,7.9955,AA,769,419884.15,34.2,D. Patel
LN-0001092,CUST-000123,David Taylor,MTG-FIX,Fixed Rate Mortgage,ON,BR-019,03/06/2023,2047-10-26,737503.25,671589.47,6.2036,BB,623,1335713.61,50.28,I. Lopez
LN-0001093,CUST-002239,Yuki Jones,AUTO,Auto Loan,ON,BR-023,2020-06-07,2026-05-07,22732.45,2520.15,5.777,BB,671,0,0,H. Singh
LN-0001094,CUST-002803,Thomas Anderson,HELOC,Home Equity Line of Credit,ON,BR-012,2019-11-08,2029-09-16,65500.56,23711.15,6.2773,AA,798,76201.16,31.12,C. Williams
LN-0001095,CUST-001011,Thomas Moore,PL-SEC,Secured Personal Loan,AB,BR-011,2024-03-04,2029-02-06,29934.84,20377.28,11.8685,B,578,0,0,E. Martin
LN-0001096,CUST-003828,Sandra Chen,LOC,Line of Credit,ON,BR-005,2019-07-13,2024-06-16,6414.6,0,12.2229,BB,661,0,0,I. Lopez
LN-0001097,CUST-000696,Yuki Thomas,LOC,Line of Credit,QC,BR-025,2021-03-03,2026-02-05,11937.37,1121.5,11.0646,AA,810,0,0,A. Sharma
LN-0001098,CUST-003890,Ashley Singh,MTG-VAR,Variable Rate Mortgage,ON,BR-001,2020-11-12,2045-07-04,393571.13,324321.86,5.0614,BBB,722,683910.62,47.42,A. Sharma
LN-0001099,CUST-001881,Margaret Chen,PL-SEC,Secured Personal Loan,ON,BR-018,2023-05-05,2028-04-08,48304.23,22969.65,11.1335,BB,658,0,0,A. Sharma
LN-0001100,CUST-003247,Yuki Taylor,AUTO,Auto Loan,ON,BR-017,2021-07-29,2027-06-28,67271.28,21157.52,5.5414,BBB,674,0,0,E. Martin
LN-0001101,CUST-002963,Michael Taylor,MTG-VAR,Variable Rate Mortgage,SK,BR-020,2020-12-06,2045-07-28,267312.48,212475.34,5.5088,BB,672,363143.05,58.51,E. Martin
LN-0001102,CUST-003163,Mohammed Martin,AUTO,Auto Loan,BC,BR-017,2022-08-05,2028-07-04,25660.03,10833.7,7.5851,BB,675,0,0,E. Martin
LN-0001103,CUST-003682,William Rodriguez,AUTO,Auto Loan,ON,BR-013,2019-09-07,2025-08-06,29894.88,2828.8,8.9485,B,623,0,0,J. Taylor
LN-0001104,CUST-001334,Jessica Davis,MTG-FIX,Fixed Rate Mortgage,QC,BR-019,2025-01-22,2049-09-13,623389.29,547531.33,5.2627,B,584,823132.72,66.52,F. Kim
LN-0001105,CUST-004217,Patricia Singh,PL-UNSEC,Unsecured Personal Loan,ON,BR-019,2025-03-01,2029-02-08,18498.98,16351.15,11.0473,AA,805,0,0,I. Lopez
LN-0001106,CUST-003556,Priya Brown,AUTO,Auto Loan,ON,BR-002,2020-04-24,2026-03-24,10968.68,1127.35,6.3051,AA,779,0,0,C. Williams
LN-0001107,CUST-001552,Donna Wilson,LOC,Line of Credit,BC,BR-003,2025-04-05,2030-03-10,46379.77,42241.63,10.8837,BBB,688,0,0,G. Brown
LN-0001108,CUST-001133,Joseph Hernandez,MTG-VAR,Variable Rate Mortgage,SK,BR-010,2022-07-31,2047-03-22,489925.39,371532.55,6.2823,A,736,594523.88,62.49,J. Taylor
LN-0001109,CUST-002286,Sandra Chen,HELOC,Home Equity Line of Credit,NB,BR-019,2020-02-05,2029-12-14,34589.03,15106.07,6.4964,A,733,41370.51,36.51,H. Singh
LN-0001110,CUST-003220,Donna Martinez,MTG-VAR,Variable Rate Mortgage,QC,BR-003,2019-07-08,2044-02-27,361547.0,0,6.9449,A,714,651947.41,0.0,A. Sharma
LN-0001111,CUST-002203,Amara Johnson,PL-SEC,Secured Personal Loan,AB,BR-017,03/01/2022,2027-02-03,5071.35,0,9.2351,B,629,0,0,B. Chen
LN-0001112,CUST-001306,Priya Lee,AUTO,Auto Loan,ON,BR-015,2023-09-16,2029-08-15,45635.26,26791.08,6.5297,BBB,695,0,0,E. Martin
LN-0001113,CUST-000596,Donna Smith,PL-UNSEC,Unsecured Personal Loan,BC,BR-012,2024-10-31,2028-10-10,31624.3,23542.59,12.1774,BBB,709,0,0,H. Singh
LN-0001114,CUST-002937,Carlos Ahmed,PL-UNSEC,Unsecured Personal Loan,BC,BR-021,2025-05-21,2029-04-30,16997.53,15602.5,10.9509,A,737,0,0,D. Patel
LN-0001115,CUST-003777,Donna Hernandez,AUTO,Auto Loan,BC,BR-017,2022-05-24,2028-04-22,73555.56,27941.81,7.4365,B,574,0,0,E. Martin
LN-0001116,CUST-001186,Karen Williams,MTG-VAR,Variable Rate Mortgage,NS,BR-020,2020-01-05,2044-08-26,502578.53,352112.06,5.2759,BBB,713,606223.22,58.08,F. Kim
LN-0001117,CUST-002166,Donna Rodriguez,PL-SEC,Secured Personal Loan,BC,BR-005,2020-10-28,2025-10-02,11341.1,1039.81,11.7151,AA,795,0,0,I. Lopez
LN-0001118,CUST-000001,Mary Chen,MTG-FIX,Fixed Rate Mortgage,BC,BR-002,2019-07-05,2044-02-24,323272.31,212216.26,6.059,BBB,725,476445.06,44.54,F. Kim
LN-0001119,CUST-002688,Karen Smith,MTG-FIX,Fixed Rate Mortgage,ON,BR-002,2023-08-07,2048-03-28,292576.29,237001.79,4.6057,B,602,481976.58,49.17,F. Kim
LN-0001120,CUST-003057,James Taylor,MTG-FIX,Fixed Rate Mortgage,BC,BR-003,2021-01-18,2045-09-09,212642.43,162507.44,5.0236,B,630,242497.2,67.01,F. Kim
LN-0001121,CUST-001524,Mohammed Williams,MTG-FIX,Fixed Rate Mortgage,ON,BR-024,2019-08-30,2044-04-20,164026.78,129615.69,5.6487,BBB,712,282726.42,45.84,E. Martin
LN-0001122,CUST-000121,James Taylor,LOC,Line of Credit,QC,BR-009,2023-12-10,2028-11-13,7395.81,4274.44,10.3476,A,730,0,0,H. Singh
LN-0001123,CUST-003837,Fatima Martin,LOC,Line of Credit,QC,BR-018,2025-06-09,2030-05-14,40334.34,35200.79,10.3089,BBB,706,0,0,D. Patel
LN-0001124,CUST-004217,Elizabeth Taylor,AUTO,Auto Loan,MB,BR-007,2021-11-19,2027-10-19,28136.86,8848.55,7.1528,A,756,0,0,C. Williams
LN-0001125,CUST-001817,Barbara Williams,PL-UNSEC,Unsecured Personal Loan,QC,BR-015,2019-10-17,2023-09-26,3172.22,0,10.6599,AA,775,0,0,H. Singh
LN-0001126,CUST-003323,KAREN JACKSON,LOC,Line of Credit,ON,BR-014,2023-01-14,2027-12-19,24703.27,11816.86,10.1201,B,573,0,0,A. Sharma
LN-0001127,CUST-002441,Wei Das,MTG-FIX,Fixed Rate Mortgage,BC,BR-005,2021-10-26,2046-06-17,723697.03,580520.27,6.3619,AA,764,1058162.25,54.86,H. Singh
LN-0001128,CUST-001307,Susan Martin,AUTO,Auto Loan,ON,BR-006,2022-02-07,2028-01-07,55804.72,20832.37,6.8772,AA,775,0,0,E. Martin
LN-0001129,CUST-001914,David Williams,PL-SEC,Secured Personal Loan,ON,BR-004,2022-08-22,2027-07-27,9821.31,0,9.4669,AAA,796,0,0,G. Brown
LN-0001130,CUST-000195,Wei Singh,HELOC,Home Equity Line of Credit,BC,BR-020,2019-03-20,2029-01-26,64139.16,21942.79,8.0136,A,754,104802.26,20.94,B. Chen
LN-0001131,CUST-002928,Patricia Smith,MTG-VAR,Variable Rate Mortgage,ON,BR-006,2019-12-07,2044-07-28,509552.76,0,6.9964,BB,648,588812.23,0.0,B. Chen
LN-0001132,CUST-002127,Yuki Patel,LOC,Line of Credit,QC,BR-020,2022-08-01,2027-07-06,9994.72,3714.1,8.573,BBB,713,0,0,J. Taylor
LN-0001133,CUST-003000,Mary Das,MTG-VAR,Variable Rate Mortgage,BC,BR-008,2020-02-14,2044-10-05,558990.98,441344.7,6.4084,AAA,812,700574.28,63.0,F. Kim
LN-0001134,CUST-000971,James Rodriguez,PL-SEC,Secured Personal Loan,QC,BR-012,2022-03-25,2027-02-27,48082.67,15170.56,10.1102,AAA,847,0,0,B. Chen
LN-0001135,CUST-001428,Ashley Lopez,MTG-FIX,Fixed Rate Mortgage,ON,BR-025,2022-03-10,2046-10-30,145086.63,121528.62,5.5855,A,766,189561.37,64.11,G. Brown
LN-0001136,CUST-003259,Mohammed Das,PL-UNSEC,Unsecured Personal Loan,SK,BR-018,2019-07-07,2023-06-16,13924.42,1200.1,8.9593,BBB,671,0,0,A. Sharma
LN-0001137,CUST-001785,Joseph Martin,MTG-FIX,Fixed Rate Mortgage,BC,BR-010,2019-06-30,2044-02-19,644805.74,507032.99,6.2909,BB,665,748540.59,67.74,J. Taylor
LN-0001138,CUST-002851,James Williams,MTG-VAR,Variable Rate Mortgage,AB,BR-016,2019-03-26,2043-11-15,101667.45,69506.13,5.9816,CCC,520,162333.34,42.82,G. Brown
LN-0001139,CUST-001225,Thomas Santos,MTG-FIX,Fixed Rate Mortgage,ON,BR-008,2021-01-22,2045-09-13,300108.34,219822.09,5.4188,A,770,399910.5,54.97,G. Brown
LN-0001140,CUST-003392,Sarah Davis,MTG-VAR,Variable Rate Mortgage,MB,BR-001,2019-05-11,2043-12-31,442790.61,338764.47,6.2863,AA,750,572804.41,59.14,G. Brown
LN-0001141,CUST-003696,Margaret Ahmed,MTG-FIX,Fixed Rate Mortgage,SK,BR-019,2021-06-19,2046-02-08,656204.82,463349.68,5.7325,AA,798,765914.35,60.5,F. Kim
LN-0001142,CUST-001468,James Ali,LOC,Line of Credit,ON,BR-023,2023-10-01,2028-09-04,19025.82,10410.42,9.4762,BBB,726,0,0,H. Singh
LN-0001143,CUST-001328,Thomas Singh,MTG-FIX,Fixed Rate Mortgage,ON,BR-025,2024-03-07,2048-10-27,788312.35,732588.22,6.2799,BBB,721,1175728.74,62.31,H. Singh
LN-0001144,CUST-001020,Raj Chen,AUTO,Auto Loan,ON,BR-001,2020-02-10,2026-01-09,52057.27,0,7.628,A,768,0,0,I. Lopez
LN-0001145,CUST-003800,Amara Garcia,PL-SEC,Secured Personal Loan,BC,BR-023,2024-08-22,2029-07-27,24643.87,17879.95,9.6777,A,757,0,0,C. Williams
LN-0001146,CUST-001267,Amara Ali,PL-SEC,Secured Personal Loan,ON,BR-006,2022-10-23,2027-09-27,46272.55,19495.06,9.3938,BBB,694,0,0,G. Brown
LN-0001147,CUST-001456,Susan Lee,PL-UNSEC,Unsecured Personal Loan,ON,BR-010,2019-08-07,2023-07-17,23692.77,2079.33,14.9703,CCC,523,0,0,B. Chen
LN-0001148,CUST-000899,Michael Anderson,AUTO,Auto Loan,AB,BR-012,09/28/2020,2026-08-28,13845.37,2095.88,5.8104,BB,667,0,0,D. Patel
LN-0001149,CUST-001075,WILLIAM SINGH,AUTO,Auto Loan,AB,BR-015,2019-02-23,2025-01-22,18292.74,1912.94,7.7192,BB,674,0,0,J. Taylor
LN-0001150,CUST-003336,Sarah Wilson,HELOC,Home Equity Line of Credit,MB,BR-007,2021-09-25,2031-08-04,127555.95,78916.24,6.4849,AA,771,148283.36,53.22,J. Taylor
LN-0001151,CUST-000582,Mary Patel,MTG-FIX,Fixed Rate Mortgage,NB,BR-006,2021-08-03,2046-03-25,754431.91,592968.18,5.3799,AA,784,1200396.24,49.4,J. Taylor
LN-0001152,CUST-000239,Sarah Davis,STUDENT,Student Loan,ON,BR-024,2019-10-31,2029-09-08,30832.21,12215.92,5.3234,BBB,677,0,0,J. Taylor
LN-0001153,CUST-003006,Wei Jackson,AUTO,Auto Loan,ON,BR-012,2020-09-09,2026-08-09,46886.79,6611.62,8.3051,BBB,673,0,0,I. Lopez
LN-0001154,CUST-000496,Lisa Martin,STUDENT,Student Loan,BC,BR-010,2019-06-16,2029-04-24,26074.06,9986.94,6.4515,CCC,543,0,0,J. Taylor
LN-0001155,CUST-000070,Lisa Patel,PL-UNSEC,Unsecured Personal Loan,QC,BR-020,2023-11-03,2027-10-13,14920.04,7288.78,9.7763,A,732,0,0,B. Chen
LN-0001156,CUST-002815,Margaret Rodriguez,MTG-VAR,Variable Rate Mortgage,BC,BR-022,2020-07-05,2045-02-24,360303.93,247188.34,6.668,AA,758,413253.1,59.82,B. Chen
LN-0001157,CUST-001967,Lisa Das,MTG-FIX,Fixed Rate Mortgage,AB,BR-023,2019-06-10,2044-01-30,473660.66,370658.52,5.486,B,596,787293.5,47.08,D. Patel
LN-0001158,CUST-002988,JESSICA DAVIS,MTG-FIX,Fixed Rate Mortgage,AB,BR-008,2021-04-03,2045-11-23,491793.93,414798.97,6.11,BBB,693,627809.76,66.07,D. Patel
